"mesh_id","project_id","project_name","research_area","source_status","reviewed_status","action","include_in_dated_capture_baseline","include_in_default_reviewed_future","exclude_superseded","exclude_duplicate_in_future","disputed_source_version_excluded_from_strict_mode","evidence_note","source_urls"
"41-7746","goreway-7170","7170 Goreway Drive","citywide","Proposed","Under review","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Address coordinates are approximate map pins. City snapshot meshes are source massing, not construction drawings; latest approvals and final detailed architecture may differ.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/7170-goreway-drive-oz-18-13-w5/"
"41-7747","city-group-162","7211 & 7233 Airport Rd.","group-status","Proposed","Revised six-storey rental proposal; delivery unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 15, 2025 Council recommendation notice documents 125 units and ground retail, replacing earlier five-storey seniors concept. Do not infer whole-project cancellation from old proposal changes.","https://www.mississauga.ca/wp-content/uploads/2024/12/17163434/OZ-OPA-18-08-W5-Notice.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.64806258590146%2C+%22y%22%3A+43.708498036791696%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"41-7748","city-group-162","7211 & 7233 Airport Rd.","group-status","Proposed","Revised six-storey rental proposal; delivery unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 15, 2025 Council recommendation notice documents 125 units and ground retail, replacing earlier five-storey seniors concept. Do not infer whole-project cancellation from old proposal changes.","https://www.mississauga.ca/wp-content/uploads/2024/12/17163434/OZ-OPA-18-08-W5-Notice.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.64806258590146%2C+%22y%22%3A+43.708498036791696%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"41-7749","city-group-162","7211 & 7233 Airport Rd.","group-status","Proposed","Revised six-storey rental proposal; delivery unknown","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 15, 2025 Council recommendation notice documents 125 units and ground retail, replacing earlier five-storey seniors concept. Do not infer whole-project cancellation from old proposal changes.","https://www.mississauga.ca/wp-content/uploads/2024/12/17163434/OZ-OPA-18-08-W5-Notice.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.64806258590146%2C+%22y%22%3A+43.708498036791696%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"41-7751","city-group-164","7255 Torbram Rd.","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Bank and retail operation at the larger address do not complete the proposed motor-vehicle repair facility. No exact current delivery evidence found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D196&outFields=*&outSR=4326&f=pjson"
"83-1947","city-group-156","805 Winston Churchill Blvd.","group-status","Proposed","Employment redevelopment retained; current construction unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","Official planning history covers 701–805 Winston Churchill. Oakville 2024 traffic report still treats it as future development and identifies 759 as an alias. No exact current completion evidence.","https://www.mississauga.ca/wp-content/uploads/2020/09/13140903/04_11_16_-_PDC_Agenda-1-1.pdf ; https://www.oakville.ca/getmedia/2bcd86e0-4585-455f-b538-052f4a46eddd/sp-160102901-TIS_TruckTurning-S5.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.63853623925023%2C+%22y%22%3A+43.4931877608898%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"83-1948","city-group-156","805 Winston Churchill Blvd.","group-status","Proposed","Employment redevelopment retained; current construction unknown","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","Official planning history covers 701–805 Winston Churchill. Oakville 2024 traffic report still treats it as future development and identifies 759 as an alias. No exact current completion evidence.","https://www.mississauga.ca/wp-content/uploads/2020/09/13140903/04_11_16_-_PDC_Agenda-1-1.pdf ; https://www.oakville.ca/getmedia/2bcd86e0-4585-455f-b538-052f4a46eddd/sp-160102901-TIS_TruckTurning-S5.pdf ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.63853623925023%2C+%22y%22%3A+43.4931877608898%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"102-7068","city-group-18","857 & 859 Lakeshore Rd. East","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City 2022 adjustment comments and subsequent land marketing concern a four-storey mixed-use proposal. Sale/listing of existing land/building does not establish delivery of the proposed building.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D103&outFields=*&outSR=4326&f=pjson ; https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=22061"
"12-17049","city-group-121","86 Thomas St.","group-status","Proposed","Appealed proposal","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City live application page retains ten back-to-back townhouses. Old withdrawn four-detached proposal is a different scheme. No completion date published.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/86-thomas-street-oz-20-11-w11/ ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.71652973830533%2C+%22y%22%3A+43.576590534639536%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"12-17050","city-group-121","86 Thomas St.","group-status","Proposed","Appealed proposal","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City live application page retains ten back-to-back townhouses. Old withdrawn four-detached proposal is a different scheme. No completion date published.","https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/86-thomas-street-oz-20-11-w11/ ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.71652973830533%2C+%22y%22%3A+43.576590534639536%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"102-7073","city-group-21","865 Lakeshore Rd. East","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","November 2025 City planning context says SP 24/51 is in process for a three-storey mixed-use building. No actual delivery date found.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D37&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2026/02/13121528/MOPA204.pdf"
"92-4850","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4851","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4852","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4853","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4854","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4855","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"92-4856","port-credit-88-park","88 Park / Port Credit mobility hub","waterfront","Proposed","Tribunal settlement; preconstruction","Retain source version in violet; exclude from strict verified scenario","Not separately specified","true","false","false","true","March 2025 settlement is 36/29 storeys and 131.5/104.7 m. Source components are at most 88.56 m and their bounding boxes confirm an unresolved mismatch.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78584 ; https://www.mississauga.ca/wp-content/uploads/2025/06/18125538/Planning-Rationale-OZ-OPA-25-10-W1-June-2025.pdf"
"71-6193","city-group-140","900 Eglinton Ave. East","inventory73-status","Proposed","Application retained; current construction and completion unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","Ward 3 describes the new Bani Hashim religious-assembly proposal as under review. Temporary tents or existing worship activity cannot complete the permanent proposed building.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D76&outFields=*&outSR=4326&f=pjson ; https://chrisfonseca.ca/900-eglinton-ave-e-oz-19-002-w3/"
"93-741","lakeshore-west-900","900 Lakeshore Road West","waterfront","Proposed","Under review","Exclude superseded geometry","Not separately specified","false","true","false","false","March 2026 elevation reduces ten storeys to nine and main building height from 32.2 m to 29.2 m.","https://www.mississauga.ca/wp-content/uploads/2025/09/26112747/Elevation-Plan-East-OZ-OPA-25-8-W2-March-2026.pdf ; https://www.mississauga.ca/services-and-programs/planning-and-development/development-applications/active-development-applications/900-lakeshore-road-west-oz-opa-25-8-w2/"
"83-1949","city-group-157","939 Winston Churchill Blvd.","group-status","Proposed","Storage domes existing by October 2025; approval process ongoing","Retain source massing with cited caveat","Not separately specified","true","false","false","false","City A338.25 memorandum specifically calls the storage domes existing and references the exact SP 20/111. This is stronger than generic business operation. Completion date is unpublished; legal approval/permit finalization is separate.","https://pub-mississauga.escribemeetings.com/filestream.ashx?DocumentId=78237 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.64354151120244%2C+%22y%22%3A+43.495362420051215%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"71-6185","city-group-134","971 Burnhamthorpe Rd.","group-status","Proposed","Planning approval reinstated; delivery unverified","Retain source massing with cited caveat","Not separately specified","true","false","false","false","January 2024 recommendation reinstated prior approval and applied holding provision for six-storey mixed-use building. UT current database says preconstruction. No actual completion date.","https://www.mississauga.ca/wp-content/uploads/2024/05/13145407/MOPA-171.pdf ; https://urbantoronto.ca/database/projects/971-burnhamthorpe-road-east.53117 ; https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Issued_Building_Permits/FeatureServer/0/query?f=json&geometry=%7B%22x%22%3A+-79.6120831405699%2C+%22y%22%3A+43.61440956833232%2C+%22spatialReference%22%3A+%7B%22wkid%22%3A+4326%7D%7D&geometryType=esriGeometryPoint&inSR=4326&spatialRel=esriSpatialRelIntersects&distance=90&units=esriSRUnit_Meter&outFields=BuildingPermitNumber%2CIssuedDate%2CBuildingPermitType%2CBuildingPermitScope%2CAddress%2CApprovedUse%2CResidentialUnits%2CNonResidentialGFA_m2&outSR=4326&returnGeometry=true"
"81-2836","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2837","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2838","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2839","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2840","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2841","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2842","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2843","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2844","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2845","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2846","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2847","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
"81-2848","city-group-29","Abacot Hill / 1720 Sherwood Forrest Circle","inventory73-status","Proposed","Revised 41-home subdivision retained; 56-home source layout superseded","Exclude superseded geometry","Not separately specified","false","true","false","false","There are 56 separate 9.9 m source house components. The older 2024 servicing plan explicitly shows 56 units, while the exact June 2026 City application describes a revised 41 detached dwellings, originally 56. The 56-house layout is demonstrably an earlier version. Developer still markets Abacot Hill as coming soon; no completion date.","https://services6.arcgis.com/hM5ymMLbxIyWTjn2/arcgis/rest/services/Growth_Management_%E2%80%93_Active_Development_Applications/FeatureServer/0/query?where=OBJECTID%3D209&outFields=*&outSR=4326&f=pjson ; https://www.mississauga.ca/wp-content/uploads/2024/12/05105017/Functional-Servicing-and-Stormwater-Management-Report-OZ-24-9-W8-21T-M-24-5-W8.pdf ; https://halletthomes.com/abacot-hill-registration/"
